,city,time,co,no2,o3,pm10,pm25,so2,w,p,t,temperature,pressure,humidity,temp_min,temp_max,cloud,wind_speed,wind_degree,longitude,latitude,accident_num
995,Beijing,2019-11-28 03:00:00,9.1,31.1,1.3,72,104,6.6,0.5,0,0,267.99,1041,57,265.15,270.37,0,1.45,89,116.39,39.91,
996,Budapest,2019-11-27 19:00:00,8.2,22.8,1.2,53,94,4.6,0.4,0,7.6,280.37,1005,90,280.37,280.37,100,4.29,205,19.04,47.5,187
997,Barcelona,2019-11-27 19:00:00,0.1,29.3,8.6,19,0,1.1,0.3,1010.3,17.2,287.39,1009,58,285.37,289.26,20,2.6,260,2.18,41.38,
998,Tokyo,2019-11-28 04:00:00,3.4,24.1,4.8,23,1,1.5,0.1,1014.8,10.5,284.07,1017,87,281.48,286.15,75,5.7,40,139.76,35.68,
999,Dortmund,2019-11-27 19:00:00,0,7.8,19.1,5,0,2.6,1.8,0,9.6,283.72,988,87,282.59,284.26,75,7.2,190,7.47,51.51,28
1000,Moscow,2019-11-27 21:00:00,5.7,17.6,2,60,80,0.9,4.6,0,0,271.28,1015,86,270.93,272.15,90,2,190,37.62,55.75,896
1001,Stockholm,2019-11-27 18:00:00,0,21.9,0,20,0,0,0.3,0,5.5,278.35,997,100,276.15,279.82,75,1.5,150,18.07,59.33,22
1002,Paris,2019-11-27 19:00:00,0.1,10,19.7,10,27,0.1,0,0,11.6,284.16,993,76,283.15,285.15,75,7.7,210,2.35,48.86,132
1003,Beijing,2019-11-28 04:00:00,9.1,29.3,0.9,66,114,8.2,0.5,0,0,267.62,1041,72,264.15,269.82,0,1,20,116.39,39.91,
1004,Budapest,2019-11-27 20:00:00,7.9,19.9,1.1,54,94,4.6,0.3,0,7.2,280.44,1005,93,280.15,280.93,90,2.6,130,19.04,47.5,187
1005,Barcelona,2019-11-27 19:00:00,0.1,40.3,1.3,19,0,1.1,0.2,1010.3,17.2,287.39,1009,58,285.37,289.26,20,2.6,260,2.18,41.38,
1006,Tokyo,2019-11-28 05:00:00,4.5,25.1,4.8,17,1,1.5,0.6,1014.7,11.1,284.03,1018,82,281.48,286.15,75,6.2,30,139.76,35.68,
1007,Dortmund,2019-11-27 20:00:00,0,12.8,19.9,5,0,2.6,0,0,10.5,283.88,988,81,283.15,284.82,75,7.2,190,7.47,51.51,28
1008,Moscow,2019-11-27 23:00:00,5.7,17.7,2.1,55,80,0.8,2.5,0,0,271.44,1015,86,270.15,273.15,90,1,0,37.62,55.75,891
1009,Stockholm,2019-11-27 20:00:00,0,25.7,0,28,0,0,0.3,999.4,5.5,278.21,996,100,276.15,279.82,75,1.5,130,18.07,59.33,25
1010,Paris,2019-11-27 19:00:00,0.1,10,19.7,10,27,0.1,0,0,11.6,284.16,993,76,283.15,285.15,75,7.7,210,2.35,48.86,132
1011,Beijing,2019-11-28 05:00:00,9.1,28.8,0.9,62,102,9.7,0.2,0,0,268.23,1041,78,264.15,270.93,6,1,40,116.39,39.91,
1012,Budapest,2019-11-27 21:00:00,8.6,20.8,0.7,57,94,4.8,0.3,1005.7,7.2,280.55,1005,100,280.15,280.93,90,2.6,120,19.04,47.5,187
1013,Barcelona,2019-11-27 21:00:00,0.1,43.5,0.9,19,0,1.6,0.2,1010.4,17.1,287.11,1009,58,283.15,289.82,20,1.5,250,2.18,41.38,
1014,Tokyo,2019-11-28 06:00:00,4.5,25.1,8,14,1,1.5,0,1015.8,11.6,284.35,1019,76,282.59,285.93,75,6.7,10,139.76,35.68,
1015,Dortmund,2019-11-27 20:00:00,0,7.8,19.9,5,0,2.6,0,987.5,10.6,283.88,988,81,283.15,284.82,75,7.2,190,7.47,51.51,28
1016,Moscow,2019-11-28 00:00:00,6.4,17.7,2.1,53,80,0.7,1.5,0,0,271.44,1015,86,270.15,273.15,90,1,180,37.62,55.75,891
1017,Stockholm,2019-11-27 21:00:00,0,13.1,0,69,0,0,0.5,0,5.5,278.25,996,93,276.15,280.37,100,1.5,130,18.07,59.33,24
1018,Paris,2019-11-27 21:00:00,0.1,4,19.3,6,41,0.1,0,993.9,11.6,283.99,995,81,283.15,284.82,90,6.7,230,2.35,48.86,135
1019,Beijing,2019-11-28 06:00:00,9.1,27.9,0.5,63,104,8.2,0.5,0,0,268.98,1041,72,265.15,272.04,6,1,50,116.39,39.91,
1020,Budapest,2019-11-27 22:00:00,8.3,19.1,0.6,57,94,4.8,0.3,1005.6,7.7,280.97,1005,93,280.37,281.48,90,2.1,130,19.04,47.5,187
1021,Barcelona,2019-11-27 22:00:00,0.1,43,0.9,20,0,2.1,0.3,1010.4,0,286.57,1009,58,282.04,289.26,20,3.1,280,2.18,41.38,
1022,Tokyo,2019-11-28 07:00:00,4.5,28.8,9.6,11,1,1.5,6.5,0,12.7,283.99,1020,81,282.59,285.15,75,2.6,10,139.76,35.68,
1023,Dortmund,2019-11-27 22:00:00,0,2.3,20.8,5,0,2.6,0,987.4,10.5,284.05,988,81,283.15,285.37,99,7.2,200,7.47,51.51,28
1024,Moscow,2019-11-28 01:00:00,5.2,16.6,2,56,80,0.9,2.5,0,0,270.95,1015,86,270.15,271.15,90,1,180,37.62,55.75,891
1025,Stockholm,2019-11-27 22:00:00,0,15.9,0,28,0,0,0,994.8,4.4,278.37,995,100,276.15,280.37,100,1.5,120,18.07,59.33,24
1026,Paris,2019-11-28 00:00:00,0.1,18.1,23,10,48,0.2,2.6,996.2,10.5,283.68,996,87,282.59,284.26,90,5.7,220,2.35,48.86,135
1027,Beijing,2019-11-28 07:00:00,10,27.5,0.5,61,112,8.7,0.5,0,0,271.66,1041,46,269.26,274.26,0,1,0,116.39,39.91,
1028,Budapest,2019-11-27 23:00:00,8.4,17.2,0.5,59,94,4.9,0,1005.3,7.2,281.08,1004,100,280.37,281.48,90,1.5,150,19.04,47.5,187
1029,Barcelona,2019-11-27 23:00:00,0.1,40.3,0.9,20,0,1.6,0.3,1005.5,13.3,286.3,1009,76,281.48,289.26,67,3.6,250,2.18,41.38,
1030,Tokyo,2019-11-28 08:00:00,4.5,24.1,12.8,10,1,1.5,0,1017.6,0,283.68,1020,76,282.04,284.82,75,2.6,350,139.76,35.68,
1031,Dortmund,2019-11-27 23:00:00,0,6,19.9,5,0,2.6,11.7,986.1,11.1,283.68,988,87,282.59,284.26,99,9.8,200,7.47,51.51,28
1032,Moscow,2019-11-28 01:00:00,4.8,16.6,2.1,56,80,0.9,1.5,1000.6,-0.5,270.95,1015,86,270.15,271.15,90,1,180,37.62,55.75,891
1033,Stockholm,2019-11-27 23:00:00,0,13.1,0,21,0,0,1.5,997.8,5.5,278.85,994,100,277.15,280.37,100,2.6,120,18.07,59.33,23
1034,Paris,2019-11-27 23:00:00,0.1,18.1,23,10,46,0.5,2.6,996.2,10.5,283.84,995,76,283.15,284.26,75,7.2,210,2.35,48.86,135
1035,Beijing,2019-11-28 08:00:00,10,27.5,0.5,61,112,8.7,0.5,0,0,274.74,1041,33,272.04,279.26,0,2,80,116.39,39.91,
1036,Budapest,2019-11-28 00:00:00,8.4,17.2,0.4,58,94,4.6,0.7,1005.1,7.2,281.51,1004,100,280.37,282.15,90,1,0,19.04,47.5,187
1037,Barcelona,2019-11-28 00:00:00,0.1,39.8,0.5,20,0,1.6,0.1,1008.9,11.1,286.19,1009,66,281.48,289.26,55,4.1,260,2.18,41.38,
1038,Tokyo,2019-11-28 09:00:00,4.5,26.9,12.8,6,1,1.5,3.6,1018.9,0,283.12,1020,81,281.48,284.82,75,1.5,0,139.76,35.68,
1039,Dortmund,2019-11-27 23:00:00,0,4.6,19.9,5,0,2.6,12.3,986.3,11.1,283.68,988,87,282.59,284.26,99,9.8,200,7.47,51.51,28
1040,Moscow,2019-11-28 03:00:00,3.7,15.9,2.1,56,85,1.4,1.5,1000.6,-0.5,270.95,1014,86,270.15,271.15,90,2,160,37.62,55.75,891
1041,Stockholm,2019-11-28 00:00:00,0,10.5,0,34,0,0,1.4,997.6,5.5,278.66,994,100,277.15,280.37,100,2.6,120,18.07,59.33,23
1042,Paris,2019-11-28 00:00:00,0.1,13.8,23,15,38,0.5,5.5,994.6,11.1,283.68,996,87,282.59,284.26,90,5.7,220,2.35,48.86,135
1043,Beijing,2019-11-28 09:00:00,10,26.6,1.7,64,117,8.7,0.5,0,0,274.18,1040,14,273.15,275.37,0,1,0,116.39,39.91,
1044,Budapest,2019-11-28 01:00:00,8.4,17.6,0.4,55,94,4.5,1.3,1004.8,8.3,281.73,1004,100,280.37,282.59,90,2.1,190,19.04,47.5,187
1045,Barcelona,2019-11-28 00:00:00,0.1,38,0.5,20,0,1.6,0.3,1010.2,0,286.19,1009,66,281.48,289.26,55,4.1,260,2.18,41.38,
1046,Tokyo,2019-11-28 10:00:00,5.6,31.5,4.8,10,1,1.5,0,0,10.5,282.68,1020,76,281.48,283.71,75,2.6,20,139.76,35.68,
1047,Dortmund,2019-11-27 23:00:00,0,4.6,19.9,5,0,2.6,12.3,986.3,11.1,283.68,988,87,282.59,284.26,99,9.8,200,7.47,51.51,28
1048,Moscow,2019-11-28 04:00:00,3.9,15.5,2,55,85,1.6,2.5,0,0,270.95,1014,79,270.15,271.15,90,2,170,37.62,55.75,893
1049,Stockholm,2019-11-28 00:00:00,0,10.5,0,34,0,0,2.3,0,0,278.66,994,100,277.15,280.37,100,2.6,120,18.07,59.33,23
1050,Paris,2019-11-28 00:00:00,0.1,13.8,23,15,38,0.5,5.5,994.6,11.1,283.68,996,87,282.59,284.26,90,5.7,220,2.35,48.86,135
1051,Beijing,2019-11-28 10:00:00,9.1,24.7,4.1,61,114,9.7,1.5,0,0,273.97,1039,29,273.15,275.15,0,1,0,116.39,39.91,
1052,Budapest,2019-11-28 02:00:00,8.7,16.9,0.4,53,94,4.1,0.3,1005.2,8.3,281.95,1004,100,280.93,282.59,90,2.1,180,19.04,47.5,187
1053,Barcelona,2019-11-28 03:00:00,0.1,22.4,6.1,19,0,0.6,0.6,1010.4,0,285.06,1009,62,281.48,287.59,0,3.1,270,2.18,41.38,
1054,Tokyo,2019-11-28 11:00:00,5.6,37.1,10.4,7,1,1.5,0,1018.6,11.1,282.71,1019,81,281.48,284.26,75,6.2,70,139.76,35.68,
1055,Dortmund,2019-11-28 02:00:00,0,2.3,22.4,5,0,2.6,0,0,11.1,283.41,988,87,282.04,284.26,100,8.2,210,7.47,51.51,28
1056,Moscow,2019-11-28 04:00:00,3.7,15.6,2,53,85,0.5,2.5,0,0,270.95,1014,79,270.15,271.15,90,2,170,37.62,55.75,893
1057,Stockholm,2019-11-28 00:00:00,0,10.5,0,34,0,0,2.3,0,0,278.66,994,100,277.15,280.37,100,2.6,120,18.07,59.33,23
1058,Paris,2019-11-28 00:00:00,0.1,13.8,23,15,38,0.5,5.5,994.6,11.1,283.68,996,87,282.59,284.26,90,5.7,220,2.35,48.86,135
1059,Beijing,2019-11-28 11:00:00,10,24.7,5.3,63,122,10.7,0.5,0,0,276.55,1037,29,274.26,279.26,0,1,0,116.39,39.91,
1060,Budapest,2019-11-28 03:00:00,8.9,17.5,0.4,44,94,4,0.3,1004.9,8.8,281.95,1004,100,280.93,282.59,90,2.6,180,19.04,47.5,186
1061,Barcelona,2019-11-28 03:00:00,0.1,22.4,6.1,19,0,0.6,0.2,1010.1,0,285.06,1009,62,281.48,287.59,0,3.1,270,2.18,41.38,
1062,Tokyo,2019-11-28 12:00:00,5.6,37.1,7.3,8,1,1.5,1.3,1018.2,10.5,281.98,1019,76,280.37,283.15,75,4.6,70,139.76,35.68,
1063,Dortmund,2019-11-28 02:00:00,0,2.3,22.4,5,0,2.6,8.6,0,10.7,283.41,988,87,282.04,284.26,100,8.2,210,7.47,51.51,28
1064,Moscow,2019-11-28 06:00:00,3.4,15.7,2.1,53,80,0.5,1.5,0,0,271.04,1014,74,270.15,271.48,90,2,180,37.62,55.75,894
1065,Stockholm,2019-11-28 01:00:00,0,8.5,0,9,0,0,2.8,992.5,0,278.72,993,100,277.15,279.82,100,3.1,110,18.07,59.33,23
1066,Paris,2019-11-28 03:00:00,0.1,11.5,23,16,43,0.5,4.2,994.9,10.5,283.41,996,76,282.59,284.26,90,5.7,220,2.35,48.86,131
1067,Beijing,2019-11-28 12:00:00,10.9,24.7,7,62,119,10.7,0.5,0,0,276.35,1036,29,275.15,277.59,0,2,160,116.39,39.91,
1068,Budapest,2019-11-28 04:00:00,9,19.5,0.4,43,94,3.9,0.3,1004.9,8.8,282.06,1004,100,281.48,282.59,90,1.5,180,19.04,47.5,188
1069,Barcelona,2019-11-28 04:00:00,0.1,24.7,3.7,19,0,1.1,0.1,1010.4,0,284.78,1010,62,279.82,288.71,0,3.1,290,2.18,41.38,
1070,Tokyo,2019-11-28 13:00:00,5.6,38,6.4,10,1,1.5,0,1018.1,11.1,281.46,1020,81,279.82,282.59,75,5.1,60,139.76,35.68,
1071,Dortmund,2019-11-28 02:00:00,0,2.3,22.4,5,0,2.6,8.5,0,0,283.41,988,87,282.04,284.26,100,8.2,210,7.47,51.51,28
1072,Moscow,2019-11-28 07:00:00,3.4,16.5,2,51,78,0.4,1.5,0,0,271.21,1014,68,270.15,272.15,90,1,190,37.62,55.75,901
1073,Stockholm,2019-11-28 04:00:00,0,4.9,0,2,0,0,0,991.5,0,279.07,990,93,278.15,280.37,100,2.6,110,18.07,59.33,23
1074,Paris,2019-11-28 03:00:00,0.1,11.5,23,16,43,0.5,4.2,994.9,10.5,283.41,996,76,282.59,284.26,90,5.7,220,2.35,48.86,131
1075,Beijing,2019-11-28 13:00:00,10.9,26.6,7,60,129,9.7,0.5,0,0,276.37,1036,29,275.15,277.59,0,2,0,116.39,39.91,
1076,Budapest,2019-11-28 05:00:00,8.3,19.1,0.4,39,94,3.8,0.7,1004.6,8.8,282.17,1004,100,281.48,282.59,90,2.6,200,19.04,47.5,192
1077,Barcelona,2019-11-28 05:00:00,0.1,23.8,4.1,19,0,0.6,0.3,1010.7,0,284.63,1010,62,279.82,288.15,0,3.6,290,2.18,41.38,
1078,Tokyo,2019-11-28 14:00:00,4.5,32.5,10.4,9,1,1.5,0,1017.8,0,281.03,1021,81,279.26,282.15,75,7.2,70,139.76,35.68,
1079,Dortmund,2019-11-28 05:00:00,0,5.1,23.2,5,0,2.6,6.2,0,10.2,283.23,988,81,282.04,284.26,75,9.3,210,7.47,51.51,39
1080,Moscow,2019-11-28 08:00:00,3.7,17.9,2,50,95,0.5,1.5,0,0,271.63,1015,68,270.15,273.15,90,2,180,37.62,55.75,897
1081,Stockholm,2019-11-28 05:00:00,0,3,0,4,0,0,2.8,990.5,0,279.19,989,100,278.15,280.37,75,3.1,110,18.07,59.33,27
1082,Paris,2019-11-28 03:00:00,0.1,11.5,23,16,43,0.5,4.2,994.9,10.5,283.41,996,76,282.59,284.26,90,5.7,220,2.35,48.86,131
1083,Beijing,2019-11-28 14:00:00,11.8,29.8,5.7,64,137,9.2,1.5,0,0,275.76,1035,31,275.15,276.48,0,0.76,17,116.39,39.91,
1084,Budapest,2019-11-28 07:00:00,8.8,19.6,0.5,40,94,3.9,0.2,1004.6,9.4,282.51,1004,100,282.04,283.15,90,2.6,80,19.04,47.5,194
1085,Barcelona,2019-11-28 05:00:00,0.1,20.6,6.5,19,0,0.6,0,1011.3,15.5,284.63,1010,62,279.82,288.15,0,3.6,290,2.18,41.38,
1086,Tokyo,2019-11-28 15:00:00,4.5,30.6,12.1,5,1,1.5,0,1018.3,8.8,280.61,1021,81,278.71,282.15,75,7.2,60,139.76,35.68,
1087,Dortmund,2019-11-28 06:00:00,0,6.9,22.8,5,0,2.6,0,0,0,283.07,989,81,282.04,284.26,75,10.3,220,7.47,51.51,42
1088,Moscow,2019-11-28 08:00:00,3.7,17.9,2,50,95,0.5,1.5,0,0,271.63,1015,68,270.15,273.15,90,2,180,37.62,55.75,897
1089,Stockholm,2019-11-28 06:00:00,0,4.3,0,4,0,0,2.8,989.5,0,278.76,989,100,277.15,279.82,75,2.6,110,18.07,59.33,26
1090,Paris,2019-11-28 07:00:00,0.1,40.7,20.4,25,35,0.4,5.3,996.4,10.5,283.08,997,87,282.59,283.71,90,5.7,230,2.35,48.86,171
1091,Beijing,2019-11-28 15:00:00,11.8,32,4.1,74,151,8.7,1.5,0,0,274.14,1035,42,272.15,276.48,0,1,70,116.39,39.91,
1092,Budapest,2019-11-28 07:00:00,8.8,19.6,0.5,40,94,3.9,0.2,1004.6,9.4,282.51,1004,100,282.04,283.15,90,2.6,80,19.04,47.5,194
1093,Barcelona,2019-11-28 07:00:00,0.1,11.5,15.5,19,0,0.6,0.6,1011.8,14.8,286.37,1011,81,281.48,289.82,33,1.5,300,2.18,41.38,
1094,Tokyo,2019-11-28 16:00:00,4.5,33.4,8.8,8,1,1.5,0,1019.1,8.3,280.44,1022,81,279.15,282.15,75,8.2,60,139.76,35.68,
1095,Dortmund,2019-11-28 06:00:00,0,8.7,22.8,5,0,2.6,7.6,0,0,283.07,989,81,282.04,284.26,75,10.3,220,7.47,51.51,42
1096,Moscow,2019-11-28 10:00:00,6.1,19.2,2.1,47,78,1,2.5,0,0,271.97,1014,68,271.15,272.15,90,3,180,37.62,55.75,891
1097,Stockholm,2019-11-28 06:00:00,0,4.3,0,4,0,0,2.8,0,0,278.76,989,100,277.15,279.82,75,2.6,110,18.07,59.33,26
1098,Paris,2019-11-28 07:00:00,0.1,40.7,20.4,25,35,0.4,5.3,996.4,10.5,283.08,997,87,282.59,283.71,90,5.7,230,2.35,48.86,171
1099,Beijing,2019-11-28 16:00:00,10,32.5,2.9,72,151,7.6,0,0,0,272.58,1036,53,270.15,274.26,0,1,60,116.39,39.91,
1100,Budapest,2019-11-28 08:00:00,10.1,21.5,0.5,40,94,4.2,0.1,1004.5,9.4,282.93,1003,93,282.59,283.15,90,2.1,130,19.04,47.5,190
1101,Barcelona,2019-11-28 08:00:00,0.1,17.9,10.2,19,0,0.6,3.5,1012.1,16.1,288.31,1012,62,284.82,290.37,20,2.1,280,2.18,41.38,
1102,Tokyo,2019-11-28 17:00:00,4.5,25.1,12.8,8,1,1.5,0,0,7.7,280.15,1022,75,278.15,281.48,75,9.3,50,139.76,35.68,
1103,Dortmund,2019-11-28 08:00:00,0,5.5,20.8,5,0,2.6,8.2,0,10.1,283.26,989,81,282.04,284.82,75,10.3,210,7.47,51.51,30
1104,Moscow,2019-11-28 11:00:00,6.6,21.8,2.2,48,74,0.9,2.5,0,0,272.13,1013,68,272.04,272.15,90,3,170,37.62,55.75,894
1105,Stockholm,2019-11-28 06:00:00,0,6,0,5,0,0,2.8,0,0,278.76,989,100,277.15,279.82,75,2.6,110,18.07,59.33,26
1106,Paris,2019-11-28 07:00:00,0.1,40.7,20.4,25,35,0.4,5.3,996.4,10.5,283.08,997,87,282.59,283.71,90,5.7,230,2.35,48.86,171
1107,Beijing,2019-11-28 17:00:00,6.4,31.1,3.3,64,151,6.6,0.5,0,0,271.5,1036,58,269.15,273.71,3,1,50,116.39,39.91,
1108,Budapest,2019-11-28 09:00:00,9.9,22.3,0.5,42,94,4.2,0.1,1004.2,9.7,283.15,1003,93,282.59,283.71,75,2.6,160,19.04,47.5,191
1109,Barcelona,2019-11-28 09:00:00,0.1,21.1,9.4,19,0,1.1,0,1013.4,17.2,289.59,1013,55,287.59,290.93,20,4.6,240,2.18,41.38,
1110,Tokyo,2019-11-28 18:00:00,4.5,25.1,13.6,5,1,1.5,0,1020.8,7.2,280.23,1022,65,279.15,281.48,75,8.2,20,139.76,35.68,
1111,Dortmund,2019-11-28 08:00:00,0,13.3,20.8,5,0,2.6,4.3,0,9.9,283.26,989,81,282.04,284.82,75,10.3,210,7.47,51.51,30
1112,Moscow,2019-11-28 11:00:00,6.1,21.2,2.1,48,74,0.9,2.5,0,0,272.13,1013,68,272.04,272.15,90,3,170,37.62,55.75,894
1113,Stockholm,2019-11-28 09:00:00,0,2.6,0,1,0,0,0,0,0,279.74,987,100,279.15,280.93,75,2.1,130,18.07,59.33,22
1114,Paris,2019-11-28 09:00:00,0.1,27.7,17.7,20,35,0.4,8.1,997.6,10.9,284.15,998,71,283.15,285.15,75,7.7,240,2.35,48.86,144
1115,Beijing,2019-11-28 18:00:00,10.9,35.7,0.5,74,151,7.1,0.5,0,0,271.18,1036,73,268.15,273.71,3,1,30,116.39,39.91,
1116,Budapest,2019-11-28 10:00:00,8.9,25.4,0.9,39,94,4.1,0.1,1004.1,0,283.37,1002,93,283.15,283.71,90,3.1,160,19.04,47.5,190
1117,Barcelona,2019-11-28 10:00:00,0.1,17,12.6,19,0,1.1,0,1014.2,18.3,290.46,1013,52,287.59,292.59,20,7.7,240,2.18,41.38,
1118,Tokyo,2019-11-28 19:00:00,6.7,27.8,12.1,9,1,1.5,0,1021.1,7.2,279.79,1022,61,277.59,281.48,75,8.7,30,139.76,35.68,
1119,Dortmund,2019-11-28 08:00:00,0,5.5,20.8,5,0,2.6,8.2,0,10.1,283.26,989,81,282.04,284.82,75,10.3,210,7.47,51.51,30
1120,Moscow,2019-11-28 11:00:00,6.1,21.2,2.1,48,74,0.9,2.5,0,0,272.13,1013,68,272.04,272.15,90,3,170,37.62,55.75,894
1121,Stockholm,2019-11-28 10:00:00,0,3,0,5,0,0,0,0,0,280.09,986,100,279.15,281.48,75,2.1,160,18.07,59.33,22
1122,Paris,2019-11-28 09:00:00,0.1,27.7,17.7,20,35,0.4,8.1,997.6,10.9,284.15,998,71,283.15,285.15,75,7.7,240,2.35,48.86,144
1123,Beijing,2019-11-28 19:00:00,10.9,36.2,0.5,77,151,7.6,0.5,0,0,270.68,1037,73,267.15,273.15,9,2,60,116.39,39.91,
1124,Budapest,2019-11-28 11:00:00,8.2,25.5,1.2,27,94,4.2,0,1002.8,10.5,283.8,1002,93,283.15,284.26,75,3.1,180,19.04,47.5,191
1125,Barcelona,2019-11-28 11:00:00,0.1,14.2,13.9,19,0,0.6,0.8,1014.3,18.6,290.66,1013,55,288.15,292.59,20,8.2,240,2.18,41.38,
1126,Tokyo,2019-11-28 20:00:00,4.5,22.3,14.5,6,1,1.5,0,1021.1,7.2,279.23,1023,70,277.04,281.48,75,8.7,40,139.76,35.68,
1127,Dortmund,2019-11-28 08:00:00,0,5.5,20.8,5,0,2.6,8.2,0,10.1,283.26,989,81,282.04,284.82,75,10.3,210,7.47,51.51,30
1128,Moscow,2019-11-28 14:00:00,5.7,19.8,2.2,52,87,1.2,2.5,0,0,272.42,1013,74,272.04,273.15,90,3,140,37.62,55.75,889
1129,Stockholm,2019-11-28 11:00:00,0,2.6,0,5,0,0,2.3,986.5,0,280.34,986,100,279.15,281.48,75,1.5,180,18.07,59.33,23
1130,Paris,2019-11-28 11:00:00,0.1,22.1,20.1,10,35,0.5,6.5,998.6,11.6,284.69,999,71,283.71,285.93,90,7.2,230,2.35,48.86,133
1131,Beijing,2019-11-28 20:00:00,10.9,36.2,0.5,77,155,7.6,0.5,0,0,270.54,1036,67,268.15,272.59,0,1,0,116.39,39.91,
1132,Budapest,2019-11-28 12:00:00,7.9,21.5,2.2,29,94,3.8,0.3,1002.4,10.5,283.46,1001,93,282.59,284.26,75,3.6,180,19.04,47.5,192
1133,Barcelona,2019-11-28 12:00:00,0.1,17.9,10.6,19,0,0.6,1.1,1013.5,19.6,291.22,1012,59,288.15,293.15,20,8.2,220,2.18,41.38,
1134,Tokyo,2019-11-28 21:00:00,4.5,18.6,20.8,8,1,1.5,0,1021.6,7.2,278.92,1023,65,277.04,281.48,75,7.2,40,139.76,35.68,
1135,Dortmund,2019-11-28 08:00:00,0,5.5,20.8,5,0,2.6,8.2,0,10.1,283.26,989,81,282.04,284.82,75,10.3,210,7.47,51.51,30
1136,Moscow,2019-11-28 14:00:00,5.7,19.8,2.2,52,87,1.2,2.5,0,0,272.42,1013,74,272.04,273.15,90,3,140,37.62,55.75,889
1137,Stockholm,2019-11-28 12:00:00,0,2.6,0,5,0,0,2.5,0,0,280.34,986,100,279.15,281.48,90,2.1,170,18.07,59.33,22
1138,Paris,2019-11-28 11:00:00,0.1,22.1,20.1,10,35,0.5,6.5,998.6,11.6,284.69,999,71,283.71,285.93,90,7.2,230,2.35,48.86,133
1139,Beijing,2019-11-28 21:00:00,10.9,34.8,1.3,76,154,8.2,1.5,0,0,270.11,1037,67,268.15,272.04,0,1.15,40,116.39,39.91,
1140,Budapest,2019-11-28 12:00:00,7.9,21.5,2.2,29,94,3.8,0.3,1002.4,10.5,283.46,1001,93,282.59,284.26,75,3.6,180,19.04,47.5,192
1141,Barcelona,2019-11-28 13:00:00,0.1,14.2,13.9,19,0,0.6,0,1012.9,20.5,291.09,1012,59,288.71,293.15,20,9.8,240,2.18,41.38,
1142,Tokyo,2019-11-28 22:00:00,4.5,17.6,16,7,1,1.5,0,1021.6,6.6,278.35,1023,59,275.93,279.82,75,7.7,30,139.76,35.68,
1143,Dortmund,2019-11-28 08:00:00,0,5.5,20.8,5,0,2.6,8.2,0,10.1,283.26,989,81,282.04,284.82,75,10.3,210,7.47,51.51,30
1144,Moscow,2019-11-28 16:00:00,6.1,20.5,2.1,54,91,1.3,2.5,0,0,272.13,1013,80,272.04,272.15,90,4,170,37.62,55.75,893
1145,Stockholm,2019-11-28 13:00:00,0,24.4,0,5,0,0,0,0,0,280.34,985,100,279.15,281.48,90,3.1,150,18.07,59.33,25
1146,Paris,2019-11-28 13:00:00,0.1,22.1,20.1,18,50,0.7,7.8,999.2,11.6,284.76,1000,71,284.15,285.37,75,6.7,230,2.35,48.86,137
1147,Beijing,2019-11-28 22:00:00,10.9,34.8,1.3,79,155,9.2,0.5,0,0,269.88,1036,73,267.15,272.04,0,1,0,116.39,39.91,
1148,Budapest,2019-11-28 12:00:00,7.9,21.5,2.2,29,94,3.8,0.3,1002.4,10.5,283.46,1001,93,282.59,284.26,75,3.6,180,19.04,47.5,192
1149,Barcelona,2019-11-28 14:00:00,0.1,13.8,16.3,18,0,1.1,2.3,1012.7,20.4,290.48,1012,59,287.59,292.59,20,5.7,270,2.18,41.38,
1150,Tokyo,2019-11-28 23:00:00,4.5,17.6,16.8,8,1,1.5,0,0,5.5,278.13,1024,59,275.93,280.93,75,7.7,30,139.76,35.68,
1151,Dortmund,2019-11-28 08:00:00,0,5.5,20.8,5,0,2.6,4.6,0,9.1,283.26,989,81,282.04,284.82,75,10.3,210,7.47,51.51,30
1152,Moscow,2019-11-28 17:00:00,5.5,18.6,2.1,55,91,1.1,2.5,0,0,272.15,1013,86,272.15,272.15,90,3,180,37.62,55.75,894
1153,Stockholm,2019-11-28 13:00:00,0,24.4,0,5,0,0,3.6,0,0,280.34,985,100,279.15,281.48,90,3.1,150,18.07,59.33,25
1154,Paris,2019-11-28 15:00:00,0.1,37.3,19.8,31,55,0.5,0,999.4,12.2,284.32,1000,71,283.15,285.37,90,5.1,230,2.35,48.86,155
1155,Beijing,2019-11-28 23:00:00,10,33.4,1.3,71,155,8.2,0.2,0,0,269.97,1036,62,268.15,271.48,0,2,340,116.39,39.91,
1156,Budapest,2019-11-28 15:00:00,9,22,0.5,42,94,3.8,2.6,1002.1,0,282.05,1001,100,281.48,282.59,90,2.6,350,19.04,47.5,192
1157,Barcelona,2019-11-28 14:00:00,0.1,13.8,16.3,18,0,1.1,0,1012.8,19.8,290.48,1012,59,287.59,292.59,20,5.7,270,2.18,41.38,
1158,Tokyo,2019-11-28 23:00:00,4.5,17.6,16.8,8,1,1.5,0,0,5.5,278.13,1024,59,275.93,280.93,75,7.7,30,139.76,35.68,
1159,Dortmund,2019-11-28 15:00:00,0,10.1,19.9,5,0,2.6,0,0,0,282.4,992,93,281.48,283.15,75,7.7,230,7.47,51.51,39
1160,Moscow,2019-11-28 18:00:00,5.5,17.7,2.1,56,93,0.6,5.6,0,0,272.27,1012,92,271.15,273.71,90,4,150,37.62,55.75,892
